case_id,channel,seed,snr_db,trials,metric,value,reported_value,config,log
pusch_tp1_256qam_zf,PUSCH,12345,35,200,bler,0,0.0000,configs/pusch_tp1_256qam_zf_seed12345.cfg,logs/pusch_tp1_256qam_zf_seed12345.txt
pusch_tp1_256qam_zf,PUSCH,67890,25,200,ber,0.00014974,1.4974e-04,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pusch_tp1_256qam_zf,PUSCH,67890,25,200,bler,0.06,0.0600,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pusch_tp1_256qam_zf,PUSCH,67890,30,200,ber,0.0000065104,6.5104e-06,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pusch_tp1_256qam_zf,PUSCH,67890,30,200,bler,0.005,0.0050,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pusch_tp1_256qam_zf,PUSCH,67890,35,200,ber,0,0.0000e+00,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pusch_tp1_256qam_zf,PUSCH,67890,35,200,bler,0,0.0000,configs/pusch_tp1_256qam_zf_seed67890.cfg,logs/pusch_tp1_256qam_zf_seed67890.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,25,200,ber,0.00016276,1.6276e-04,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,25,200,bler,0.08,0.0800,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,30,200,ber,0.0000065104,6.5104e-06,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,30,200,bler,0.005,0.0050,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,35,200,ber,0,0.0000e+00,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,12345,35,200,bler,0,0.0000,configs/pdsch_dmrs_256qam_mmse_seed12345.cfg,logs/pdsch_dmrs_256qam_mmse_seed12345.txt
pdsch_dmrs_256qam_mmse,PDSCH,67890,25,200,ber,0.00029948,2.9948e-04,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
pdsch_dmrs_256qam_mmse,PDSCH,67890,25,200,bler,0.1,0.1000,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
